timesteps,average_return,std
2.775781250000000000e+05,7.778929857150840235e+02,1.089606535981719162e+02
2.789062500000000000e+05,7.905670074412801114e+02,1.159738878299515505e+02
2.802343750000000000e+05,7.860073819701009370e+02,1.031785939545506920e+02
2.815625000000000000e+05,7.781160205289088481e+02,1.059039798342138994e+02
2.828906250000000000e+05,7.544518142417183526e+02,1.080770705822382354e+02
2.842187500000000000e+05,7.737951357868349760e+02,1.168995365637715054e+02
2.855468750000000000e+05,7.865573457758247287e+02,1.235499786381545988e+02
2.868750000000000000e+05,7.936251620392793029e+02,1.250878530581573074e+02
2.882031250000000000e+05,8.328368839334442555e+02,1.302263631370378221e+02
2.895312500000000000e+05,8.576487380912941489e+02,1.216765960855870077e+02
2.908593750000000000e+05,8.479526964143569785e+02,1.363118123900260912e+02
2.921875000000000000e+05,9.185061338477535173e+02,1.389803378684670747e+02
2.935156250000000000e+05,9.328208682572146699e+02,1.319961112305681468e+02
2.948437500000000000e+05,9.355454942160396286e+02,1.338528227583117598e+02
2.961718750000000000e+05,9.191306054132600138e+02,1.327408849213595090e+02
2.975000000000000000e+05,9.054730788514183359e+02,1.377427441411837492e+02
2.988281250000000000e+05,9.169374587376001955e+02,1.414650040019191692e+02
3.001562500000000000e+05,9.624916053465499317e+02,1.329472076820339907e+02
3.014843750000000000e+05,9.536495983237578002e+02,1.379568684037564026e+02
3.028125000000000000e+05,9.233551943126620927e+02,1.363346142685195730e+02
3.041406250000000000e+05,9.302743493338530243e+02,1.448338271344763086e+02
3.054687500000000000e+05,9.592341676515809468e+02,1.395089085558376212e+02
3.067968750000000000e+05,9.627904089080620906e+02,1.459669890515133091e+02
3.081250000000000000e+05,9.738190084541963643e+02,1.333323382500149989e+02
3.094531250000000000e+05,9.590312576612250268e+02,1.272753440410649830e+02
3.107812500000000000e+05,9.250157446580682290e+02,1.342395984332255523e+02
3.121093750000000000e+05,9.401169429920244056e+02,1.272095406266112150e+02
3.134375000000000000e+05,9.602796735945150886e+02,1.258614106654739118e+02
3.147656250000000000e+05,9.555286948494115222e+02,1.275813782859558927e+02
3.160937500000000000e+05,9.524195004748499969e+02,1.261392939808162055e+02
3.174218750000000000e+05,9.465501176580374931e+02,1.208570566253263792e+02
3.187500000000000000e+05,0.000000000000000000e+00,6.915870016334177706e+01
3.200781250000000000e+05,0.000000000000000000e+00,7.230394949652969672e+01
3.214062500000000000e+05,7.900947441978090069e+00,7.456343689217020199e+01
3.227343750000000000e+05,2.346081557366648696e+01,8.263673618243927876e+01
3.240625000000000000e+05,4.765921402291941433e+01,7.393107942140122191e+01
3.253906250000000000e+05,5.234934038677543811e+01,8.195964813998497789e+01
3.267187500000000000e+05,3.819337352555081111e+01,8.303198183683525713e+01
3.280468750000000000e+05,1.025034386021037420e+02,8.607724618576334308e+01
3.293750000000000000e+05,1.478293271681048395e+02,8.139411650303294721e+01
3.307031250000000000e+05,1.453037833118974902e+02,8.815907221456849641e+01
3.320312500000000000e+05,1.657478935256974069e+02,8.139884285406492381e+01
